Employee_ID,Full_Name,Gender,Employee_Name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
E0450,Mary Young,Female,Jennifer,39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
E0451,Robert Thomas,Male,William,31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
E0452,Robert Jackson,Male,Robert,42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
E0453,Richard Harris,Male,James,45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
E0454,Elizabeth Young,Female,Mary,26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
E0455,Charles Martin,Male,Joseph,29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
E0456,Jessica Davis,Female,Karen,33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
E0457,William Brown,Male,John,31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
E0458,James Taylor,Male,Robert,18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
E0459,Joseph Brown,Male,John,40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
E0460,Karen Clark,Female,Jennifer,41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
E0461,Thomas Martin,Male,Richard,26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
E0462,Elizabeth Allen,Female,Mary,35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
E0463,John Harris,Male,Charles,34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
E0464,Thomas Taylor,Male,Joseph,26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
E0465,Linda Hall,Female,Karen,37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
E0466,Karen Wright,Female,Karen,46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
E0467,Karen Hall,Female,Karen,41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
E0468,James Harris,Male,John,37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
E0469,John Anderson,Male,Robert,52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
E0470,Thomas Taylor,Male,Thomas,32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
E0471,Robert Jackson,Male,Richard,24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
E0472,Barbara Young,Female,Linda,38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
E0473,Jennifer Walker,Female,Karen,37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
E0474,Charles Taylor,Male,William,49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
E0475,Michael Taylor,Male,John,24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
E0476,Charles White,Male,Joseph,26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
E0477,David Brown,Male,Michael,24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
E0478,Charles Anderson,Male,Thomas,50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
E0479,David Anderson,Male,William,25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
E0480,Barbara Young,Female,Sarah,24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
E0481,Richard Anderson,Male,Michael,30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
E0482,Charles Thomas,Male,Charles,34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
E0483,Michael Harris,Male,William,31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
E0484,Michael Smith,Male,Thomas,35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
E0485,Richard Jackson,Male,Joseph,31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
E0486,Linda Lewis,Female,Jennifer,27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
E0487,Joseph Anderson,Male,James,37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
E0488,Karen Allen,Female,Jennifer,20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
E0489,Linda Robinson,Female,Linda,42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
E0490,Joseph White,Male,John,43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
E0491,Patricia Clark,Female,Mary,38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
E0492,Robert Brown,Male,Richard,43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
E0493,Mary Lewis,Female,Jessica,48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
E0494,Barbara Young,Female,Susan,44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
E0495,Karen Hall,Female,Elizabeth,34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
E0496,William Taylor,Male,James,27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
E0497,Robert Taylor,Male,Richard,21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
E0498,Richard Smith,Male,Richard,44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
E0499,Richard Smith,Male,Thomas,22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
E0500,John Taylor,Male,Robert,33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
E0501,Mary King,Female,Sarah,32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
E0502,Barbara Davis,Female,Mary,30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
E0503,Mary Hall,Female,Mary,53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
E0504,Michael Taylor,Male,Michael,34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
E0505,Barbara Allen,Female,Sarah,45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
E0506,Sarah Wright,Female,Barbara,26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
E0507,William Harris,Male,Robert,37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
E0508,Linda Wright,Female,Mary,29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
E0509,John Brown,Male,Michael,35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
E0510,James Thomas,Male,Thomas,33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
E0511,David Smith,Male,Robert,54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
E0512,Robert Anderson,Male,Thomas,36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
E0513,Robert Martin,Male,Richard,27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
E0514,Robert Martin,Male,Michael,20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
E0515,Robert Anderson,Male,Robert,33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
E0516,William Taylor,Male,Charles,35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
E0517,James Anderson,Male,William,23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
E0518,Charles Anderson,Male,William,25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
E0519,Linda Hall,Female,Jennifer,38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
E0520,Charles Taylor,Male,Thomas,29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
E0521,Richard Jackson,Male,Michael,48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
E0522,Patricia Lewis,Female,Elizabeth,27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
E0523,James White,Male,Michael,37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
E0524,Thomas Taylor,Male,William,50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
E0525,Barbara King,Female,Susan,34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
E0526,Barbara King,Female,Sarah,24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
E0527,Linda Young,Female,Susan,39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
E0528,Thomas Taylor,Male,William,32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
E0529,William White,Male,Charles,50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
E0530,Karen Hall,Female,Karen,38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
E0531,Susan Lewis,Female,Susan,27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
E0532,Susan Young,Female,Karen,32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
E0533,Charles Thomas,Male,William,47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
E0534,Charles Harris,Male,Robert,40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
E0535,David Harris,Male,Richard,53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
E0536,Michael White,Male,John,41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
E0537,Michael Johnson,Male,Thomas,60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
E0538,Charles Harris,Male,Charles,27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
E0539,William Taylor,Male,Charles,41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
E0540,John Smith,Male,James,50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
E0541,Susan Hall,Female,Barbara,28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
E0542,Patricia Young,Female,Susan,36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
E0543,Linda Young,Female,Jessica,38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
E0544,Richard Anderson,Male,Charles,44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
E0545,Karen Wright,Female,Sarah,47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
E0546,Joseph Harris,Male,John,30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
E0547,William Martin,Male,Charles,29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
E0548,William Johnson,Male,John,42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
E0549,William Brown,Male,William,43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
E0550,Susan Wright,Female,Elizabeth,34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
E0551,William White,Male,David,23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
E0552,Mary Lewis,Female,Jennifer,39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
E0553,Robert Harris,Male,Joseph,56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
E0554,Elizabeth King,Female,Mary,40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
E0555,Sarah Davis,Female,Barbara,27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
E0556,John Anderson,Male,Michael,29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
E0557,Michael Martin,Male,James,53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
E0558,Sarah Allen,Female,Susan,35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
E0559,David Jackson,Male,Thomas,32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
E0560,James Smith,Male,Michael,38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
E0561,Jessica Clark,Female,Linda,34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
E0562,Charles Harris,Male,David,52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
E0563,Richard Thomas,Male,Robert,33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
E0564,Mary Davis,Female,Barbara,25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
E0565,John Thomas,Male,Richard,45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
E0566,David Johnson,Male,Charles,23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
E0567,Mary Wright,Female,Karen,47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
E0568,William Anderson,Male,Robert,34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
E0569,John Thomas,Male,Richard,55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
E0570,Thomas Johnson,Male,Robert,36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
E0571,Charles Johnson,Male,John,52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
E0572,Jennifer Allen,Female,Karen,26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
E0573,Barbara Young,Female,Linda,29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
